suburb,responsible_authority,rest_area_name,description,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated
NYMAGEE,RMS,,,,-32.04432,145.99856,COBAR,WESTERN REGION,93.4km North of Mount Hope,KIDMAN WAY,0000410,0105,A1,"0000410,0105,A1",,LEFT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,B6B6322F7423CD1F,2021-10-25 14:56:45+00
PUCAWAN,RMS,,Y,,-34.43622,147.43406,TEMORA,SOUTH WEST REGION,10km from Temora and  56km to Ardlethan,BURLEY GRIFFIN WAY,0000084,0250,A1,"0000084,0250,A1",MAIN CARRIAGEWAY,RIGHT,REST AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,1B1E6B8D5C46F3E1,2021-10-25 14:56:45+00
CUDGEGONG,RMS,Cudgegong,,,-32.79754,149.79755,MID WESTERN REGIONAL,WESTERN REGION,85.15km from Mudgee turnoff,CASTLEREAGH HIGHWAY,0000018,1110,A2,"0000018,1110,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,83230CDE0C5264F7,2021-10-25 14:56:45+00
DENILIQUIN,RMS,Holmwood,,,-35.44287,144.91747,EDWARD RIVER,SOUTH WEST REGION,12km from Deniliquin and 110km to Hay,COBB HIGHWAY,0000021,0130,A1,"0000021,0130,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,6E01114F9D92AE6D,2021-10-25 14:56:45+00
WANGANELLA,RMS,Wanganella,,,-35.21877,144.81657,EDWARD RIVER,SOUTH WEST REGION,40km from Deniliquin and  82km to Hay,COBB HIGHWAY,0000021,0150,A1,"0000021,0150,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SOURCE UNKNOWN,BOTH,C6870104EE91A913,2021-10-25 14:56:45+00
CAPERTEE,OTHER,Capertee.,,,-33.14689,149.98452,LITHGOW,WESTERN REGION,36.9km from Mudgee turnoff,CASTLEREAGH HIGHWAY,0000018,1065,A1,"0000018,1065,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,0FF356C208AD702A,2021-10-25 14:56:45+00
ILFORD,OTHER,Ilford Coach Stop & Information Bay,,,-32.95856,149.85784,MID WESTERN REGIONAL,WESTERN REGION,64km from Mudgee turnoff,CASTLEREAGH HIGHWAY,0000018,1090,A1,"0000018,1090,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,AAA68632613A8CE8,2021-10-25 14:56:45+00
MUDGEE,OTHER,Percy Nott Rest Area,,,-32.60326,149.59799,MID WESTERN REGIONAL,WESTERN REGION,117km from Mudgee turnoff,CASTLEREAGH HIGHWAY,0000018,1140,A1,"0000018,1140,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,3C8F6C1A98D22775,2021-10-25 14:56:45+00
MENAH,RMS,,,,-32.54916,149.54262,MID WESTERN REGIONAL,WESTERN REGION,6.29km North of Mudgee,CASTLEREAGH HIGHWAY,0000018,1180,A1,"0000018,1180,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,71646733AABA5C19,2021-10-25 14:56:45+00
GALAMBINE,RMS,Truck Parking Sign,,,-32.44049,149.51844,MID WESTERN REGIONAL,WESTERN REGION,19.43km North of Mudgee,CASTLEREAGH HIGHWAY,0000018,1190,A1,"0000018,1190,A1",,RIGHT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F4130C5091E9AC00,2021-10-25 14:56:45+00
BIRRIWA,RMS,,,,-32.14751,149.44419,MID WESTERN REGIONAL,WESTERN REGION,57.21km North of Mudgee,CASTLEREAGH HIGHWAY,0000018,1270,A1,"0000018,1270,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,6819D2799A79933D,2021-10-25 14:56:45+00
BREELONG,RMS,Breelong Rest Area,,,-31.81121,148.79534,GILGANDRA,WESTERN REGION,34.22km from Mendooran,CASTLEREAGH HIGHWAY,0000018,2110,A1,"0000018,2110,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,29471991704F7F41,2021-10-25 14:56:45+00
ARMATREE,RMS,David Gillon Park,,,-31.42421,148.51259,GILGANDRA,WESTERN REGION,38.94km from Gilgandra (SH17),CASTLEREAGH HIGHWAY,0000018,3050,A1,"0000018,3050,A1",,LEFT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,71F0A4F63CEC4C4D,2021-10-25 14:56:45+00
BROKEN HILL,RMS,,,,-31.91288,141.54841,BROKEN HILL,WESTERN REGION,66.4km West of Topar Roadhouse,BARRIER HIGHWAY,0000008,0390,A1,"0000008,0390,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,D4D47A79483F8EB1,2021-10-25 14:56:45+00
NEVERTIRE,RMS,Southeast end of Nevertire,,,-31.84088,147.72294,WARREN,WESTERN REGION,0.48km East  of  Oxley Hwy Nevertire,MITCHELL HIGHWAY,0000007,0915,A1,"0000007,0915,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,C37FC36ED1E0BF58,2021-10-25 14:56:45+00
MULLENGUDGERY,RMS,West of Nevertire,,,-31.72582,147.50498,WARREN,WESTERN REGION,24km NW of SH11 Nevertire,MITCHELL HIGHWAY,0000007,0950,A1,"0000007,0950,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,14871A4C0F19BB2F,2021-10-25 14:56:45+00
MULLENGUDGERY,RMS,West of Nevertire,,,-31.71609,147.48728,WARREN,WESTERN REGION,26.1km NW of HW11 Nevertire,MITCHELL HIGHWAY,0000007,0950,A1,"0000007,0950,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,41ABCBCEA4A033F2,2021-10-25 14:56:45+00
HARTLEY,RMS,River Lett Hill (left),,,-33.5261,150.15377,LITHGOW,WESTERN REGION,8.1km East of Lithgow,GREAT WESTERN HIGHWAY,0000005,1570,A1,"0000005,1570,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,DC951E1A19E4902E,2021-10-25 14:56:45+00
MARRANGAROO,RMS,Marrangaroo-Tunnel Hill,,,-33.42874,150.10542,LITHGOW,WESTERN REGION,7.00km from Lithgow,GREAT WESTERN HIGHWAY,0000005,1626,B3,"0000005,1626,B3",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,F95382A80E7C85A7,2021-10-25 14:56:45+00
MOUNT LAMBIE,RMS,Mt Lambie Scenic,,,-33.45544,149.9771,LITHGOW,WESTERN REGION,20.28km from Lithgow,GREAT WESTERN HIGHWAY,0000005,1660,A3,"0000005,1660,A3",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,5A7255CF1AF402A4,2021-10-25 14:56:45+00
NYNGAN,RMS,Nyngan-West approach-Northwest bound,,,-31.54843,147.169,BOGAN,WESTERN REGION,0.7km NorthWest of Nyngan,MITCHELL HIGHWAY,0000007,1040,A1,"0000007,1040,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,2171555B1DA358DF,2021-10-25 14:56:45+00
NYNGAN,RMS,Nyngan-West approach-Southeast bound,,,-31.5482,147.16889,BOGAN,WESTERN REGION,0.7km NorthWest of Nyngan,MITCHELL HIGHWAY,0000007,1040,A1,"0000007,1040,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,9B9D3ABF0912BA6F,2021-10-25 14:56:45+00
GIRILAMBONE,RMS,,,,-31.22016,146.87913,BOGAN,WESTERN REGION,3.5km NorthWest of Girelambone,MITCHELL HIGHWAY,0000007,1065,A1,"0000007,1065,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,8C37A0EAF026C88E,2021-10-25 14:56:45+00
HILLSTON,RMS,Hillston Rest Area,,,-33.50452,145.53221,CARRATHOOL,SOUTH WEST REGION,108km from Griffith and  2km to Hillston,KIDMAN WAY,0000080,0290,A1,"0000080,0290,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,ADBE4EE8449A1E37,2021-10-25 14:56:45+00
BINALONG,RMS,,,,-34.70305,148.65447,YASS VALLEY,SOUTH WEST REGION,31km from Yass and  35km to Harden,BURLEY GRIFFIN WAY,0000084,0040,A3,"0000084,0040,A3",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,D92ABB04AA844A30,2021-10-25 14:56:45+00
WANGANELLA,RMS,The Black Swamp,,,-35.05359,144.77904,EDWARD RIVER,SOUTH WEST REGION,60km from Deniliquin and  62km to Hay,COBB HIGHWAY,0000021,0160,A1,"0000021,0160,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,E92AD56B7C0D7D80,2021-10-25 14:56:45+00
BOOROORBAN,RMS,16 Mile Gums,,,-34.74151,144.7918,HAY,SOUTH WEST REGION,96km from Deniliquin and  27km to Hay,COBB HIGHWAY,0000021,0180,A1,"0000021,0180,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,11091715EC9381B3,2021-10-25 14:56:45+00
BOOLIGAL,RMS,Robins Nest (Mirool Ck),,,-34.03166,144.82599,HAY,SOUTH WEST REGION,58km from Hay and 151km to Ivanhoe,COBB HIGHWAY,0000021,0280,A2,"0000021,0280,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,79BF563C1FFDFBB2,2021-10-25 14:56:45+00
BOOLIGAL,RMS,Bairds Truck Stop,,,-33.77474,144.9231,HAY,SOUTH WEST REGION,89km from Hay and 120km to Ivanhoe,COBB HIGHWAY,0000021,0295,A2,"0000021,0295,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F5106F3BB8929428,2021-10-25 14:56:45+00
MOURQUONG,RMS,100m South of Arumpo Rd.,,OPEN,-34.15133,142.18024,WENTWORTH,SOUTH WEST REGION,5km from Mildura (VIC) and  28km to Wentworth,SILVER CITY HIGHWAY,0000022,0010,A1,"0000022,0010,A1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,E3D0A793F35A9357,2021-10-25 14:56:45+00
MOREE,RMS,Gil Gil Creek Rest Area S/B,,,-29.18249,150.00993,MOREE PLAINS,WESTERN REGION,38.4km North of Moree,NEWELL HIGHWAY,0000017,3340,A2,"0000017,3340,A2",,RIGHT,REST AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,AE0D86CBFB6B7223,2021-10-25 14:56:45+00
CURLWAA,RMS,Curlwaa Rest Area,,OPEN,-34.11366,141.96007,WENTWORTH,SOUTH WEST REGION,29km from Mildura (VIC) and  4km to Wentworth,SILVER CITY HIGHWAY,0000022,0050,A1,"0000022,0050,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F87BE984D76C8F07,2021-10-25 14:56:45+00
MOREE,RMS,Camurra Truck Inspection Bay S/B,,,-29.42244,149.89847,MOREE PLAINS,WESTERN REGION,7.4km North of Moree,NEWELL HIGHWAY,0000017,3325,A1,"0000017,3325,A1",,RIGHT,INSPECTION BAY,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,01FF0AB22344678C,2021-10-25 14:56:45+00
MOREE,RMS,Boolooroo Rest Area,,,-29.42011,149.90399,MOREE PLAINS,WESTERN REGION,7.9km North of Moree,NEWELL HIGHWAY,0000017,3325,A1,"0000017,3325,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,7A7F0F2169D4DD93,2021-10-25 14:56:45+00
MOREE,RMS,Gwyder River Parking Area,,,-29.41182,149.91956,MOREE PLAINS,WESTERN REGION,9.7km North of Moree,NEWELL HIGHWAY,0000017,3325,A1,"0000017,3325,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,E92CB3C392FA1926,2021-10-25 14:56:45+00
MOREE,RMS,Gil Gil Creek Rest Area N/B,,,-29.18251,150.00923,MOREE PLAINS,WESTERN REGION,38.4km North of Moree,NEWELL HIGHWAY,0000017,3340,A2,"0000017,3340,A2",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F14CA014A9FD28B3,2021-10-25 14:56:45+00
MOREE,RMS,,,,-29.16386,150.01324,MOREE PLAINS,WESTERN REGION,40.5km North of Moree,NEWELL HIGHWAY,0000017,3350,A1,"0000017,3350,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,D6C6799A1C2EA024,2021-10-25 14:56:45+00
MOREE,RMS,Kiga Bore Rest Area N/B,,,-29.03819,150.05347,MOREE PLAINS,WESTERN REGION,55.1km North of Moree,NEWELL HIGHWAY,0000017,3350,A1,"0000017,3350,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,1D54757543900A59,2021-10-25 14:56:45+00
MOREE,RMS,Kiga Bore Rest Area S/B,,,-29.03578,150.05719,MOREE PLAINS,WESTERN REGION,55.5km North of Moree,NEWELL HIGHWAY,0000017,3350,A1,"0000017,3350,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,A8371F9232AFEBD3,2021-10-25 14:56:45+00
BOGGABILLA,RMS,North Star Rd Rest Area,,,-28.84042,150.22609,MOREE PLAINS,WESTERN REGION,84.3km North of Moree,NEWELL HIGHWAY,0000017,3370,A1,"0000017,3370,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,70C7FED725F93D34,2021-10-25 14:56:45+00
MARRANGAROO,RMS,Tunnel Hill,,,-33.42604,150.10434,LITHGOW,WESTERN REGION,0.74km from Mudgee turnoff,GREAT WESTERN HIGHWAY,0000005,1626,R1,"0000005,1626,R1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,5B7E2673D10DB3B0,2021-10-25 14:56:45+00
NYNGAN,RMS,Heavy vehicle Inspection Bay SE of Nyngan,,,-31.58423,147.23865,BOGAN,WESTERN REGION,2.44km SouthEast of Nyngan,MITCHELL HIGHWAY,0000007,0970,A1,"0000007,0970,A1",,RIGHT,INSPECTION BAY,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,717C8FC53D3765E5,2021-10-25 14:56:45+00
NYNGAN,RMS,Nyngan-East approach,,,-31.57372,147.21842,BOGAN,WESTERN REGION,0.3km SouthEast of Nyngan,MITCHELL HIGHWAY,0000007,0970,A1,"0000007,0970,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,0946A1AE088C0D87,2021-10-25 14:56:45+00
NYNGAN,COUNCIL,Nyngan - Truck Parking Area,,,-31.56364,147.20084,BOGAN,WESTERN REGION,Nyngan,NYMAGEE ST,0000007,0980,A1,"0000007,0980,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,7B4C0E2C4F7EAF2D,2021-10-25 14:56:45+00
NYNGAN,OTHER,Nyngan Rotary Park,,,-31.55676,147.18321,BOGAN,WESTERN REGION,Nyngan,MITCHELL HIGHWAY,0000007,1030,A1,"0000007,1030,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,5AC41EDE38645B3A,2021-10-25 14:56:45+00
